product_id,metric_date,total_users,active_users,transaction_count,transaction_value,revenue,failed_transactions,complaints,downtime_minutes,fraud_incidents,user_growth_rate,transaction_growth_rate,revenue_growth_rate,failure_rate,complaints_per_1000_users,uptime_percentage,active_user_ratio,retention_rate,revenue_per_user,transaction_value_per_user,transaction_volume_7d_avg,revenue_7d_avg,fraud_rate,operational_risk_score
AGENT_BANKING,2026-02-24,59952,30089,312425,796753774.02,8651588.64,14200,284,57.5,1697,0.0,,,4.545090821797231,4.73712303175874,96.00694444444444,50.18848412062984,100.0,144.30859087269818,26479.902091129647,312425.0,8651588.64,543.1703608866128,182.01914459470274
AGENT_BANKING,2026-02-25,60034,20279,83656,225305476.5,5263285.2,2915,231,49.5,214,0.13677608753670523,-73.22365367688245,-39.16394527051855,3.484507985081763,3.8478195689109507,96.5625,33.779191791318254,148.37516642832486,87.67173934770297,11110.285344444992,198040.5,6957436.92,255.80950559433873,92.98665487233433
AGENT_BANKING,2026-02-26,60204,23043,270651,391715238.74,7049869.27,8930,279,68.1,1607,0.2831728687077373,223.52849765707182,33.94427628584518,3.2994520618804293,4.634243571855691,95.27083333333333,38.27486545744469,88.00503406674478,117.09968224702676,16999.316006596364,222244.0,6988247.703333333,593.7535793327938,199.87585462459032
AGENT_BANKING,2026-02-27,60312,31087,105223,192379540.47,2890926.56,5864,568,79.6,434,0.17939007374925264,-61.1222570764564,-58.993189103490984,5.5729260712962,9.417694654463457,94.47222222222223,51.54363974001856,74.12423199408113,47.93285846929301,6188.424115225013,192988.75,5963917.4175,412.4573524799711,149.8463761725098
AGENT_BANKING,2026-02-28,60209,20583,178257,567977783.72,7044575.42,10862,386,113.3,862,-0.17077861785382842,69.40877944935993,143.6788093295597,6.093449345607746,6.411001677490076,92.13194444444444,34.185919048647214,151.03240538308313,117.0020332508429,27594.509241607153,190042.4,6180049.018,483.5714726490404,181.49882153295522
AGENT_BANKING,2026-03-01,60731,26353,237097,818241215.65,13221735.19,9338,495,41.2,816,0.8669800195983957,33.008521404489024,87.68675756473057,3.938472439550057,8.15069733743887,97.13888888888889,43.392995340106374,78.10495958714377,217.70982183728245,31049.262537472012,197884.83333333334,7353663.38,344.16293753189626,117.1842702353889
AGENT_BANKING,2026-03-02,60784,30914,366862,228669513.74,3639785.62,22785,662,49.6,2796,0.08727009270388386,54.730764201993274,-72.47119559047832,6.210782255998168,10.89102395367202,96.55555555555556,50.858778625954194,85.24616678527528,59.88065313240327,7396.956516141554,222024.42857142858,6823109.414285714,762.139442079038,246.00614552611066
AGENT_BANKING,2026-03-03,60990,30567,197636,191632756.44,3983064.84,10960,317,30.2,318,0.33890497499342587,-46.12797182591819,9.431303264503788,5.545548381873747,5.1975733726840465,97.90277777777777,50.11805213969504,101.13521117545065,65.30685095917363,6269.269357149868,205626.0,6156177.4428571435,160.90185998502295,59.54877734825638
AGENT_BANKING,2026-03-04,61363,20847,117501,213481233.74,2412659.47,8971,170,86.6,792,0.6115756681423168,-40.54676273553402,-39.42706014296267,7.634828639756257,2.7703991004351156,93.98611111111111,33.97324120398286,146.62541372859403,39.31782132555449,10240.381529236822,210461.0,5748945.195714286,674.036816707943,231.2449764682854
AGENT_BANKING,2026-03-05,61074,22715,136310,400430797.58,8742798.79,9278,491,37.0,519,-0.47096784707396644,16.007523340226882,262.37185142418787,6.806543907270194,8.039427579657465,97.43055555555556,37.19258604316076,91.77635923398635,143.15091184464745,17628.474469733654,191269.42857142858,5990792.2700000005,380.74976157288535,128.04754603477366
AGENT_BANKING,2026-03-06,61509,24399,179430,595947050.66,7718677.08,10479,539,40.2,808,0.7122507122507171,31.633775951874398,-11.713888591046928,5.840160508276208,8.762945260043246,97.20833333333333,39.667365751353465,93.09807779007336,125.48858020777448,24425.060480347554,201870.42857142858,6680470.915714285,450.3148860279775,149.49053001170373
AGENT_BANKING,2026-03-07,61237,27311,105869,89558773.41,1878839.76,4020,638,95.6,521,-0.442211708855611,-40.99704620186145,-75.65852618879089,3.797145528908368,10.41853781210706,93.36111111111111,44.59885363424074,89.33762952656438,30.681446837696164,3279.219853172714,191529.2857142857,5942508.678571427,492.1176170550397,177.83414332807524
AGENT_BANKING,2026-03-08,61164,28297,186847,850125558.24,11200631.8,14006,481,116.1,530,-0.11920897496611182,76.48886831839347,496.1461982260797,7.495972640716736,7.864103067163691,91.9375,46.26414230593159,96.51553168180372,183.12457981819372,30042.957141746476,184350.7142857143,5653779.622857143,283.6545408810417,122.92475132059921
AGENT_BANKING,2026-03-09,61234,29281,348034,545922650.64,13590214.59,20018,576,103.9,1670,0.11444640638282877,86.26683864338203,21.334357138674974,5.7517368992684625,9.40653885096515,92.78472222222223,47.818205572067804,96.63945903486902,221.93903044060488,18644.262512892317,181661.0,7075269.475714286,479.8381767298597,177.42214777866528
AGENT_BANKING,2026-03-10,61429,21304,190855,318979367.41,7344407.21,13687,509,108.3,1435,0.31845053401704515,-45.16196693426504,-45.958121843019406,7.1714128526892145,8.285988702404401,92.47916666666667,34.68068827426785,137.44367254975592,119.5592832375588,14972.745372230569,180692.2857142857,7555461.242857142,751.8796992481202,260.92247491551177
AGENT_BANKING,2026-03-11,61207,21464,138710,133420526.09,2333132.5,7341,442,58.5,624,-0.36139282749190205,-27.321788792538836,-68.23252805450039,5.292336529449932,7.2213962455274725,95.9375,35.067884392308066,99.25456578456952,38.118720081036486,6216.014074263884,183722.14285714287,7544100.247142857,449.8594189315839,154.62476029125511
AGENT_BANKING,2026-03-12,61763,33844,118989,500672929.94,7615767.37,9276,574,81.5,899,0.9083928308853517,-14.217432052483602,226.41812541722342,7.795678592138769,9.293590013438466,94.34027777777777,54.79656104787656,63.4203994799669,123.30630587892428,14793.550701453729,181247.7142857143,7383095.758571429,755.5320239686022,254.22787862743616
AGENT_BANKING,2026-03-13,61463,29578,339794,987721223.58,14864407.81,22137,393,37.8,2099,-0.48572770105078655,185.5675734731782,95.17938361082057,6.514829573212006,6.3940907537868314,97.375,48.12326114898394,114.42288187166136,241.84318712070677,33393.77995740077,204156.85714285713,8403914.434285713,617.7272111926638,199.26409518708394
AGENT_BANKING,2026-03-14,61339,30156,261082,1274141796.72,29116355.67,20227,623,108.3,1084,-0.20174739274034792,-23.164623271746997,95.8796881932426,7.747374388123271,10.15667030763462,92.47916666666667,49.16284908459544,98.08330017243667,474.6793340289213,42251.68446478313,226330.14285714287,12294988.135714287,415.1952260209436,160.14751756153237
AGENT_BANKING,2026-03-15,61429,25856,272228,923157528.11,17065970.86,13381,265,96.8,1702,0.14672557426760324,4.2691568166323135,-41.386995496885284,4.915365061639508,4.313923391232154,93.27777777777777,42.09086913347116,116.6305693069307,277.81619202656725,35703.80291267017,238527.42857142858,13132893.715714287,625.211220006759,218.56951202668353
AGENT_BANKING,2026-03-16,61692,20312,218484,531567749.07,5249779.19,12030,235,101.8,1555,0.4281365478845389,-19.742274857839746,-69.2383209073404,5.506124018234745,3.809245931401154,92.93055555555556,32.92485249302989,127.29421031902324,85.0965958309019,26170.133372883025,220020.2857142857,11941402.944285715,711.7225975357463,246.2592288680178
AGENT_BANKING,2026-03-17,61488,33768,261001,836684090.62,11996074.99,11750,828,45.1,448,-0.33067496595993173,19.46000622471211,128.50627723258583,4.501898460159157,13.466042154566743,96.86805555555556,54.91803278688525,60.15162283819,195.09619746942494,24777.42509535655,230041.14285714287,12605926.912857141,171.64685192777037,66.82481496239477
AGENT_BANKING,2026-03-18,61540,19037,146592,160390775.78,3587042.83,8549,241,45.7,928,0.08456934686442708,-43.83469795134884,-70.09819601002678,5.831832569308011,3.916152096197595,96.82638888888889,30.93435164120897,177.3808898460892,58.28798878778031,8425.212784577401,231167.14285714287,12785056.959999999,633.0495524994543,205.9575987775595
AGENT_BANKING,2026-03-19,61964,23338,189447,651885979.05,11574627.9,14417,536,43.4,868,0.6889827754306133,29.234201047806163,222.67883179973072,7.6100439700813425,8.650183977793557,96.98611111111111,37.66380478987799,81.57082869140457,186.79600897295205,27932.384053903505,241232.57142857142,13350608.464285715,458.17563751339424,153.5167088420508
AGENT_BANKING,2026-03-20,62192,26629,318684,1125109905.71,11309511.84,10131,217,58.2,1439,0.3679555871151097,68.21802403838542,-2.2904931570197684,3.1790111834921113,3.489194751736558,95.95833333333333,42.817404167738616,87.64129332682414,181.84833804990996,42251.30142739119,238216.85714285713,12842766.182857143,451.54447666026533,154.19494747147644
